Go.	Va !
I like rice more than bread.	J'aime le riz davantage que le pain.
I like the music of Austria.	J'aime la musique autrichienne.
I like the way you treat me.	J'aime la façon dont tu me traites.
I like the way you treat me.	J'aime la façon dont vous me traitez.
I like things done properly.	J'aime que les choses soient faites correctement.
I like this one even better.	J'aime celui-ci encore davantage.
I like this one even better.	J'aime celle-ci encore davantage.
I like to fish in the river.	J'aime pêcher dans la rivière.
I like to make people happy.	J'aime rendre les gens heureux.
I live in a two story house.	Je vis dans un duplex.
I live pretty close to here.	Je vis assez près d'ici.
I look after my grandfather.	Je prends soin de mon grand-père.
I lost my way in the forest.	J'ai perdu mon chemin dans la forêt.
I lost my way in the forest.	Je me suis perdu dans la forêt.
I lost my way in the forest.	Je me suis perdue dans la forêt.
I love everything about Tom.	J'aime tout de Tom.
I love everything about Tom.	J'aime tout chez Tom.
I love hanging out with you.	J'adore être en ta compagnie.
I love hanging out with you.	J'adore être en votre compagnie.
I love hanging out with you.	J'adore être avec toi.
I love hanging out with you.	J'adore être avec vous.
I love her and she loves me.	Je l'aime et elle m'aime.
I love it when that happens.	J'adore que ça se produise.
I love it when that happens.	J'adore que ça arrive.
I love shopping for clothes.	J'adore acheter des vêtements.
I love sitting on the beach.	J'adore être assis sur la plage.
I love sitting on the beach.	J'adore être assise sur la plage.
I made that dress by myself.	J'ai fait cette robe moi-même.
I made these clothes myself.	J'ai fabriqué ce vêtement moi-même.
I make you nervous, don't I?	Je vous rends nerveux, n'est-ce pas ?
I make you nervous, don't I?	Je vous rends nerveuse, n'est-ce pas ?
I make you nervous, don't I?	Je vous rends nerveuses, n'est-ce pas ?
I make you nervous, don't I?	Je te rends nerveux, n'est-ce pas ?
I make you nervous, don't I?	Je te rends nerveuse, n'est-ce pas ?
I met an old friend of mine.	J'ai rencontré un de mes vieux copains.
I met the president himself.	J'ai rencontré le président lui-même.
I met the principal himself.	J'ai rencontré le directeur en personne.
I met your father yesterday.	J'ai rencontré ton père hier.
I must help her at any cost.	Je dois l'aider à tout prix.
I must leave early tomorrow.	Je dois partir tôt demain.
I must make up for the loss.	Il faut que je compense cette perte.
I must organize my thoughts.	J'ai besoin de mettre de l'ordre dans mes idées.
I must speak with you alone.	Il me faut vous parler seul.
I must speak with you alone.	Je dois vous parler seul.
I need somebody I can trust.	J'ai besoin de quelqu'un à qui je puisse me fier.
I need to borrow some money.	Il faut que j'emprunte de l'argent.
I need to handle this alone.	Il me faut gérer ça par moi-même.
I need to jump start my car.	Il faut que je démarre ma voiture avec les câbles.
I need to keep my eyes open.	Il faut que je garde les yeux ouverts.
I need to keep my eyes open.	Je dois garder les yeux ouverts.
I need to renew my passport.	J'ai besoin de renouveler mon passeport.
I need to search for my pen.	Je dois rechercher mon stylo.
I need you to do me a favor.	J'ai besoin que tu me rendes un service.
I need you to do me a favor.	J'ai besoin que vous me rendiez un service.
I never drink tea with milk.	Je ne bois jamais de thé au lait.
I never get sick of dancing.	Je ne me lasse jamais de danser.
I never knew his first name.	Je n'ai jamais su son prénom.
I never made such a promise.	Je n'ai jamais fait une telle promesse.
I never said you were lying.	Je n'ai jamais dit que tu mentais.
I never said you were lying.	Je n'ai jamais dit que vous mentiez.
I never should've come here.	Jamais je n’aurais dû venir ici.
I never talked to him again.	Je ne lui ai jamais reparlé.
I never want to get married.	Jamais je ne veux me marier.
I never wanted this, either.	Je n'ai jamais voulu ceci non plus.
I noticed her hands shaking.	J'ai remarqué que ses mains tremblaient.
I often have the same dream.	Je fais souvent le même rêve.
I only ask out of curiosity.	Je demande juste par curiosité.
I only did the bare minimum.	Je n'ai fait que le strict minimum.
I only drink to be sociable.	Je ne bois que par sociabilité.
I only study in the library.	J'étudie seulement à la bibliothèque.
I only took a bite of bread.	Je n'ai mangé qu'un morceau de pain.
I only wanted to be helpful.	Je voulais juste être utile.
I only wanted to be helpful.	Je voulais juste me rendre utile.
I opened a checking account.	J'ai ouvert un compte-chèques.
I owe you a sincere apology.	Je vous dois de sincères excuses.
I owe you a sincere apology.	Je te dois de sincères excuses.
I painted a picture for you.	J'ai peint un tableau pour vous.
I plan to never get married.	Je prévois de ne jamais me marier.
I plan to stay there a week.	J'ai l'intention de rester ici une semaine.
I prefer reading to writing.	Je préfère la lecture à l'écriture.
I prefer soccer to baseball.	Je préfère le football au baseball.
I prefer to do it on my own.	Je préfère le faire seul.
I prefer walking to cycling.	Je préfère la marche à la bicyclette.
I promise I'll pay you back.	Je te promets que je te rembourserai.
I promise I'll pay you back.	Je vous promets que je vous rembourserai.
I promise you I'll help you.	Je te promets de t'aider.
I promise you I'll help you.	Je vous promets de vous aider.
I promise you I'll help you.	Je promets que je vous aiderai.
I promise you I'll help you.	Je promets que je t'aiderai.
I put on some clean clothes.	Je mets des vêtements propres.
I put on some clean clothes.	Je mis des vêtements propres.
I quit smoking and drinking.	J'ai arrêté de fumer et de boire.
I quit smoking and drinking.	J'arrêtai de fumer et de boire.
I ran as quickly as I could.	J'ai couru le plus vite que j'ai pu.
I ran into a little trouble.	Je me suis heurté à quelques ennuis.
I ran so I would be on time.	J'ai couru pour être à l'heure.
I ran so I would be on time.	Je courus, afin d'être à l'heure.
I ran so I would be on time.	Afin d'être à l'heure, je courus.
I read the report you wrote.	J'ai lu le rapport que vous avez écrit.
I read the report you wrote.	J'ai lu le rapport que tu as écrit.
I really do just want to go.	Je ne veux vraiment qu'y aller.
I really do just want to go.	Y aller est précisément ce que je veux vraiment.
I really don't want to play.	Je ne veux vraiment pas jouer.
I really enjoyed last night.	Je me suis vraiment bien amusé, hier soir.
I really enjoyed last night.	Je me suis vraiment bien amusée, hier soir.
I really enjoyed last night.	Je me suis vraiment bien amusé, hier au soir.
I really enjoyed last night.	Je me suis vraiment bien amusée, hier au soir.
I really like these stories.	J'aime beaucoup ces histoires.
I really loved working here.	J'ai vraiment adoré travailler ici.
I really miss my girlfriend.	Ma nana me manque vraiment.
I really miss my girlfriend.	Ma copine me manque vraiment.
I really miss my girlfriend.	Ma petite copine me manque vraiment.
I really miss my girlfriend.	Ma petite amie me manque vraiment.
I really owe you an apology.	Je vous dois vraiment des excuses.
I really owe you an apology.	Je te dois vraiment des excuses.
I really should have called.	J'aurais vraiment dû appeler.
I really want to understand.	Je veux vraiment comprendre.
I really want you to hug me.	Je veux vraiment que vous me serriez dans vos bras.
I really want you to hug me.	Je veux vraiment que tu me serres dans tes bras.
I received a good job offer.	J'ai reçu une bonne offre d'emploi.
I reckon that's a good idea.	Il m'est d'avis que c'est une bonne idée.
I recorded our conversation.	J'ai enregistré notre conversation.
I recovered from my illness.	Je me suis remis de ma maladie.
I refuse to give up on this.	Je refuse de laisser tomber ça.
I refuse to give up on this.	Je refuse de céder là-dessus.
I regret becoming a teacher.	Je regrette d'être devenu professeur.
I remember locking the door.	Je me souviens d'avoir fermé la porte à clef.
I remember reading about it.	Je me souviens avoir lu à ce propos.
I remember reading about it.	Je me souviens avoir lu à ce sujet.
I remember reading about it.	Je me rappelle avoir lu à ce propos.
I remember reading about it.	Je me rappelle avoir lu à ce sujet.
I remember when it happened.	Je me rappelle quand c'est arrivé.
I remember when it happened.	Je me rappelle quand ça s'est passé.
I remember when it happened.	Je me rappelle quand ça a eu lieu.
I remember when it happened.	Je me rappelle quand c'est survenu.
I rent a car from my friend.	J'ai emprunté une voiture à un ami.
I rented a boat by the hour.	J'ai loué un bateau à l'heure.
I saw a girl with long hair.	J'ai vu une fille avec de longs cheveux.
I saw a strange woman there.	Je vis là une femme étrange.
I saw him crossing the road.	Je l'ai vu traverser la route.
I saw him crossing the road.	Je l'ai vu traverser la rue.
I saw him crossing the road.	Je le vis traverser la route.
I saw something interesting.	J'ai vu quelque chose d'intéressant.
I see her sweeping the room.	Je vois qu'elle est en train de nettoyer la chambre.
I see nothing wrong with it.	Je ne vois là rien de mal.
I seldom eat dairy products.	Je mange rarement de produits laitiers.
I shook my head and said no.	Je secouai la tête et dis non.
I should not have said that.	Je n'aurais pas dû dire cela.
I should tell you something.	Je devrais te dire quelque chose.
I should tell you something.	Je devrais vous dire quelque chose.
I should've added more salt.	J'aurai dû ajouter plus de sel.
I should've called a doctor.	J'aurais dû appeler un médecin.
I should've changed the oil.	J'aurais dû changer l'huile.
I should've gotten a ticket.	J'aurais dû me procurer un billet.
I should've listened to you.	J'aurais dû t'écouter.
I should've listened to you.	J'aurais dû vous écouter.
I should've never come here.	Je n'aurais jamais dû venir ici.
I should've said I was busy.	J'aurais dû dire que j'étais occupé.
I shouldn't have gone there.	Je n'aurais pas dû aller là-bas.
I shouldn't have gone there.	Je n'aurais pas dû y aller.
I shouldn't have gone there.	Je n'aurais pas dû m'y rendre.
I shouldn't have interfered.	Je n'aurais pas dû interférer.
I shouldn't have logged off.	Je n'aurais pas dû me déconnecter.
I showered before breakfast.	Je me suis douché avant le petit déjeuner.
I slept the rest of the day.	J'ai dormi le reste de la journée.
I slept the rest of the day.	Je dormis le reste de la journée.
I sometimes dream about Tom.	Je rêve parfois de Tom.
I spent hours reading books.	Je passais des heures à lire des livres.
I started a fire right away.	J'ai tout de suite démarré un feu.
I stayed in bed all morning.	Je suis resté au lit toute la matinée.
I stayed in bed all morning.	Je suis restée au lit toute la matinée.
I stayed up late last night.	Je suis resté debout jusqu'à tard hier soir.
I still couldn't believe it.	Je n'arrivais toujours pas à y croire.
I still haven't decided yet.	Je n'ai toujours pas décidé.
I still need some help here.	J'ai encore besoin d'aide ici.
I still need to talk to Tom.	J'ai encore besoin de parler à Tom.
I still need to talk to you.	Il me faut encore te parler.
I still need to talk to you.	J'ai encore besoin de te parler.
I still need to talk to you.	J'ai encore besoin de vous parler.
I still need to talk to you.	Il me faut encore vous parler.
I stopped and gazed at them.	Je me suis arrêté et les ai fixés du regard.
I suggest we don't even try.	Je suggère que nous n'essayions même pas.
I suggest you get some rest.	Je suggère que vous preniez du repos.
I suggest you get some rest.	Je suggère que tu prennes du repos.
I suppose that's impossible.	Je suppose que c'est impossible.
I suppose we have no choice.	Je suppose que nous n'avons pas le choix.
I sure wish you would leave.	J'espère certainement que vous partiez.
I sure wish you would leave.	J'espère certainement que tu partes.
I swear I won't tell anyone.	Je jure que je ne le dirai à personne.
